,0,1,2,3,4,5,6,7,8,9,10,11,12,13
116,1.6,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.67,1.67,1.6,1.6,1.6
117,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.67,1.67,1.6,1.6,1.6,1.6
118,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.67,1.67,1.6,1.6,1.6,1.6,1.6
119,1.53,1.53,1.53,1.53,1.53,1.53,1.67,1.67,1.6,1.6,1.6,1.6,1.6,1.67
120,1.53,1.53,1.53,1.53,1.53,1.67,1.67,1.6,1.6,1.6,1.6,1.6,1.67,1.6
121,1.53,1.53,1.53,1.53,1.67,1.67,1.6,1.6,1.6,1.6,1.6,1.67,1.6,1.6
122,1.53,1.53,1.53,1.67,1.67,1.6,1.6,1.6,1.6,1.6,1.67,1.6,1.6,1.6
123,1.53,1.53,1.67,1.67,1.6,1.6,1.6,1.6,1.6,1.67,1.6,1.6,1.6,1.53
124,1.53,1.67,1.67,1.6,1.6,1.6,1.6,1.6,1.67,1.6,1.6,1.6,1.53,1.53
125,1.67,1.67,1.6,1.6,1.6,1.6,1.6,1.67,1.6,1.6,1.6,1.53,1.53,1.53
126,1.67,1.6,1.6,1.6,1.6,1.6,1.67,1.6,1.6,1.6,1.53,1.53,1.53,1.53
127,1.6,1.6,1.6,1.6,1.6,1.67,1.6,1.6,1.6,1.53,1.53,1.53,1.53,1.46
128,1.6,1.6,1.6,1.6,1.67,1.6,1.6,1.6,1.53,1.53,1.53,1.53,1.46,1.46
129,1.6,1.6,1.6,1.67,1.6,1.6,1.6,1.53,1.53,1.53,1.53,1.46,1.46,1.46
130,1.6,1.6,1.67,1.6,1.6,1.6,1.53,1.53,1.53,1.53,1.46,1.46,1.46,1.46
131,1.6,1.67,1.6,1.6,1.6,1.53,1.53,1.53,1.53,1.46,1.46,1.46,1.46,1.46
132,1.67,1.6,1.6,1.6,1.53,1.53,1.53,1.53,1.46,1.46,1.46,1.46,1.46,1.46
133,1.6,1.6,1.6,1.53,1.53,1.53,1.53,1.46,1.46,1.46,1.46,1.46,1.46,1.46
134,1.6,1.6,1.53,1.53,1.53,1.53,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.6
135,1.6,1.53,1.53,1.53,1.53,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.6,1.46
136,1.53,1.53,1.53,1.53,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.6,1.46,1.4
137,1.53,1.53,1.53,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.6,1.46,1.4,1.4
138,1.53,1.53,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.6,1.46,1.4,1.4,1.4
139,1.53,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.6,1.46,1.4,1.4,1.4,1.4
140,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.6,1.46,1.4,1.4,1.4,1.4,1.4
141,1.46,1.46,1.46,1.46,1.46,1.46,1.6,1.46,1.4,1.4,1.4,1.4,1.4,1.33
142,1.46,1.46,1.46,1.46,1.46,1.6,1.46,1.4,1.4,1.4,1.4,1.4,1.33,1.33
143,1.46,1.46,1.46,1.46,1.6,1.46,1.4,1.4,1.4,1.4,1.4,1.33,1.33,1.46
144,1.46,1.46,1.46,1.6,1.46,1.4,1.4,1.4,1.4,1.4,1.33,1.33,1.46,1.6
145,1.46,1.46,1.6,1.46,1.4,1.4,1.4,1.4,1.4,1.33,1.33,1.46,1.6,1.6
146,1.46,1.6,1.46,1.4,1.4,1.4,1.4,1.4,1.33,1.33,1.46,1.6,1.6,1.6
147,1.6,1.46,1.4,1.4,1.4,1.4,1.4,1.33,1.33,1.46,1.6,1.6,1.6,1.53
148,1.46,1.4,1.4,1.4,1.4,1.4,1.33,1.33,1.46,1.6,1.6,1.6,1.53,1.46
149,1.4,1.4,1.4,1.4,1.4,1.33,1.33,1.46,1.6,1.6,1.6,1.53,1.46,1.4
150,1.4,1.4,1.4,1.4,1.33,1.33,1.46,1.6,1.6,1.6,1.53,1.46,1.4,1.26
151,1.4,1.4,1.4,1.33,1.33,1.46,1.6,1.6,1.6,1.53,1.46,1.4,1.26,1.19
152,1.4,1.4,1.33,1.33,1.46,1.6,1.6,1.6,1.53,1.46,1.4,1.26,1.19,1.12
153,1.4,1.33,1.33,1.46,1.6,1.6,1.6,1.53,1.46,1.4,1.26,1.19,1.12,1.06
154,1.33,1.33,1.46,1.6,1.6,1.6,1.53,1.46,1.4,1.26,1.19,1.12,1.06,1.53
155,1.33,1.46,1.6,1.6,1.6,1.53,1.46,1.4,1.26,1.19,1.12,1.06,1.53,2.23
156,1.46,1.6,1.6,1.6,1.53,1.46,1.4,1.26,1.19,1.12,1.06,1.53,2.23,2.16
157,1.6,1.6,1.6,1.53,1.46,1.4,1.26,1.19,1.12,1.06,1.53,2.23,2.16,1.53
158,1.6,1.6,1.53,1.46,1.4,1.26,1.19,1.12,1.06,1.53,2.23,2.16,1.53,1.6
159,1.6,1.53,1.46,1.4,1.26,1.19,1.12,1.06,1.53,2.23,2.16,1.53,1.6,1.46
160,1.53,1.46,1.4,1.26,1.19,1.12,1.06,1.53,2.23,2.16,1.53,1.6,1.46,1.88
161,1.46,1.4,1.26,1.19,1.12,1.06,1.53,2.23,2.16,1.53,1.6,1.46,1.88,3.05
162,1.4,1.26,1.19,1.12,1.06,1.53,2.23,2.16,1.53,1.6,1.46,1.88,3.05,2.3
163,1.26,1.19,1.12,1.06,1.53,2.23,2.16,1.53,1.6,1.46,1.88,3.05,2.3,1.67
164,1.19,1.12,1.06,1.53,2.23,2.16,1.53,1.6,1.46,1.88,3.05,2.3,1.67,7.82
165,1.12,1.06,1.53,2.23,2.16,1.53,1.6,1.46,1.88,3.05,2.3,1.67,7.82,6.1
166,1.06,1.53,2.23,2.16,1.53,1.6,1.46,1.88,3.05,2.3,1.67,7.82,6.1,4.63
167,1.53,2.23,2.16,1.53,1.6,1.46,1.88,3.05,2.3,1.67,7.82,6.1,4.63,3.27
168,2.23,2.16,1.53,1.6,1.46,1.88,3.05,2.3,1.67,7.82,6.1,4.63,3.27,2.02
169,2.16,1.53,1.6,1.46,1.88,3.05,2.3,1.67,7.82,6.1,4.63,3.27,2.02,2.02
170,1.53,1.6,1.46,1.88,3.05,2.3,1.67,7.82,6.1,4.63,3.27,2.02,2.02,2.02
171,1.6,1.46,1.88,3.05,2.3,1.67,7.82,6.1,4.63,3.27,2.02,2.02,2.02,2.23
172,1.46,1.88,3.05,2.3,1.67,7.82,6.1,4.63,3.27,2.02,2.02,2.02,2.23,2.37
173,1.88,3.05,2.3,1.67,7.82,6.1,4.63,3.27,2.02,2.02,2.02,2.23,2.37,6.33
174,3.05,2.3,1.67,7.82,6.1,4.63,3.27,2.02,2.02,2.02,2.23,2.37,6.33,11.9
175,2.3,1.67,7.82,6.1,4.63,3.27,2.02,2.02,2.02,2.23,2.37,6.33,11.9,5.09
176,1.67,7.82,6.1,4.63,3.27,2.02,2.02,2.02,2.23,2.37,6.33,11.9,5.09,3.27
177,7.82,6.1,4.63,3.27,2.02,2.02,2.02,2.23,2.37,6.33,11.9,5.09,3.27,3.12
178,6.1,4.63,3.27,2.02,2.02,2.02,2.23,2.37,6.33,11.9,5.09,3.27,3.12,5.94
179,4.63,3.27,2.02,2.02,2.02,2.23,2.37,6.33,11.9,5.09,3.27,3.12,5.94,4.02
180,3.27,2.02,2.02,2.02,2.23,2.37,6.33,11.9,5.09,3.27,3.12,5.94,4.02,3.05
181,2.02,2.02,2.02,2.23,2.37,6.33,11.9,5.09,3.27,3.12,5.94,4.02,3.05,2.6
182,2.02,2.02,2.23,2.37,6.33,11.9,5.09,3.27,3.12,5.94,4.02,3.05,2.6,2.52
183,2.02,2.23,2.37,6.33,11.9,5.09,3.27,3.12,5.94,4.02,3.05,2.6,2.52,2.37
184,2.23,2.37,6.33,11.9,5.09,3.27,3.12,5.94,4.02,3.05,2.6,2.52,2.37,2.3
185,2.37,6.33,11.9,5.09,3.27,3.12,5.94,4.02,3.05,2.6,2.52,2.37,2.3,2.3
186,6.33,11.9,5.09,3.27,3.12,5.94,4.02,3.05,2.6,2.52,2.37,2.3,2.3,2.3
187,11.9,5.09,3.27,3.12,5.94,4.02,3.05,2.6,2.52,2.37,2.3,2.3,2.3,2.23
188,5.09,3.27,3.12,5.94,4.02,3.05,2.6,2.52,2.37,2.3,2.3,2.3,2.23,2.16
189,3.27,3.12,5.94,4.02,3.05,2.6,2.52,2.37,2.3,2.3,2.3,2.23,2.16,2.09
190,3.12,5.94,4.02,3.05,2.6,2.52,2.37,2.3,2.3,2.3,2.23,2.16,2.09,1.74
191,5.94,4.02,3.05,2.6,2.52,2.37,2.3,2.3,2.3,2.23,2.16,2.09,1.74,1.6
192,4.02,3.05,2.6,2.52,2.37,2.3,2.3,2.3,2.23,2.16,2.09,1.74,1.6,1.74
193,3.05,2.6,2.52,2.37,2.3,2.3,2.3,2.23,2.16,2.09,1.74,1.6,1.74,1.74
194,2.6,2.52,2.37,2.3,2.3,2.3,2.23,2.16,2.09,1.74,1.6,1.74,1.74,1.67
195,2.52,2.37,2.3,2.3,2.3,2.23,2.16,2.09,1.74,1.6,1.74,1.74,1.67,1.67
196,2.37,2.3,2.3,2.3,2.23,2.16,2.09,1.74,1.6,1.74,1.74,1.67,1.67,1.74
197,2.3,2.3,2.3,2.23,2.16,2.09,1.74,1.6,1.74,1.74,1.67,1.67,1.74,1.67
198,2.3,2.3,2.23,2.16,2.09,1.74,1.6,1.74,1.74,1.67,1.67,1.74,1.67,1.6
199,2.3,2.23,2.16,2.09,1.74,1.6,1.74,1.74,1.67,1.67,1.74,1.67,1.6,1.6
200,2.23,2.16,2.09,1.74,1.6,1.74,1.74,1.67,1.67,1.74,1.67,1.6,1.6,1.81
201,2.16,2.09,1.74,1.6,1.74,1.74,1.67,1.67,1.74,1.67,1.6,1.6,1.81,1.81
202,2.09,1.74,1.6,1.74,1.74,1.67,1.67,1.74,1.67,1.6,1.6,1.81,1.81,1.74
203,1.74,1.6,1.74,1.74,1.67,1.67,1.74,1.67,1.6,1.6,1.81,1.81,1.74,2.09
204,1.6,1.74,1.74,1.67,1.67,1.74,1.67,1.6,1.6,1.81,1.81,1.74,2.09,3.35
205,1.74,1.74,1.67,1.67,1.74,1.67,1.6,1.6,1.81,1.81,1.74,2.09,3.35,6.26
206,1.74,1.67,1.67,1.74,1.67,1.6,1.6,1.81,1.81,1.74,2.09,3.35,6.26,4.25
207,1.67,1.67,1.74,1.67,1.6,1.6,1.81,1.81,1.74,2.09,3.35,6.26,4.25,2.52
208,1.67,1.74,1.67,1.6,1.6,1.81,1.81,1.74,2.09,3.35,6.26,4.25,2.52,2.37
209,1.74,1.67,1.6,1.6,1.81,1.81,1.74,2.09,3.35,6.26,4.25,2.52,2.37,2.75
210,1.67,1.6,1.6,1.81,1.81,1.74,2.09,3.35,6.26,4.25,2.52,2.37,2.75,2.9
211,1.6,1.6,1.81,1.81,1.74,2.09,3.35,6.26,4.25,2.52,2.37,2.75,2.9,2.67
212,1.6,1.81,1.81,1.74,2.09,3.35,6.26,4.25,2.52,2.37,2.75,2.9,2.67,2.75
213,1.81,1.81,1.74,2.09,3.35,6.26,4.25,2.52,2.37,2.75,2.9,2.67,2.75,7.74
214,1.81,1.74,2.09,3.35,6.26,4.25,2.52,2.37,2.75,2.9,2.67,2.75,7.74,6.88
215,1.74,2.09,3.35,6.26,4.25,2.52,2.37,2.75,2.9,2.67,2.75,7.74,6.88,4.17
216,2.09,3.35,6.26,4.25,2.52,2.37,2.75,2.9,2.67,2.75,7.74,6.88,4.17,3.8
217,3.35,6.26,4.25,2.52,2.37,2.75,2.9,2.67,2.75,7.74,6.88,4.17,3.8,3.65
218,6.26,4.25,2.52,2.37,2.75,2.9,2.67,2.75,7.74,6.88,4.17,3.8,3.65,3.12
219,4.25,2.52,2.37,2.75,2.9,2.67,2.75,7.74,6.88,4.17,3.8,3.65,3.12,2.67
220,2.52,2.37,2.75,2.9,2.67,2.75,7.74,6.88,4.17,3.8,3.65,3.12,2.67,2.97
221,2.37,2.75,2.9,2.67,2.75,7.74,6.88,4.17,3.8,3.65,3.12,2.67,2.97,3.05
222,2.75,2.9,2.67,2.75,7.74,6.88,4.17,3.8,3.65,3.12,2.67,2.97,3.05,2.97
223,2.9,2.67,2.75,7.74,6.88,4.17,3.8,3.65,3.12,2.67,2.97,3.05,2.97,2.9
224,2.67,2.75,7.74,6.88,4.17,3.8,3.65,3.12,2.67,2.97,3.05,2.97,2.9,5.01
225,2.75,7.74,6.88,4.17,3.8,3.65,3.12,2.67,2.97,3.05,2.97,2.9,5.01,3.42
226,7.74,6.88,4.17,3.8,3.65,3.12,2.67,2.97,3.05,2.97,2.9,5.01,3.42,2.67
227,6.88,4.17,3.8,3.65,3.12,2.67,2.97,3.05,2.97,2.9,5.01,3.42,2.67,2.75
228,4.17,3.8,3.65,3.12,2.67,2.97,3.05,2.97,2.9,5.01,3.42,2.67,2.75,5.79
229,3.8,3.65,3.12,2.67,2.97,3.05,2.97,2.9,5.01,3.42,2.67,2.75,5.79,6.8
230,3.65,3.12,2.67,2.97,3.05,2.97,2.9,5.01,3.42,2.67,2.75,5.79,6.8,9.42
231,3.12,2.67,2.97,3.05,2.97,2.9,5.01,3.42,2.67,2.75,5.79,6.8,9.42,17.3
232,2.67,2.97,3.05,2.97,2.9,5.01,3.42,2.67,2.75,5.79,6.8,9.42,17.3,19.5
233,2.97,3.05,2.97,2.9,5.01,3.42,2.67,2.75,5.79,6.8,9.42,17.3,19.5,17.3
234,3.05,2.97,2.9,5.01,3.42,2.67,2.75,5.79,6.8,9.42,17.3,19.5,17.3,17.1
235,2.97,2.9,5.01,3.42,2.67,2.75,5.79,6.8,9.42,17.3,19.5,17.3,17.1,14.8
236,2.9,5.01,3.42,2.67,2.75,5.79,6.8,9.42,17.3,19.5,17.3,17.1,14.8,9.67
237,5.01,3.42,2.67,2.75,5.79,6.8,9.42,17.3,19.5,17.3,17.1,14.8,9.67,7.66
238,3.42,2.67,2.75,5.79,6.8,9.42,17.3,19.5,17.3,17.1,14.8,9.67,7.66,6.88
